model,scope,fold,cohort_type,threshold,case_count,macro_case_dice,median_case_dice,zero_dice_case_count,case_dice_lt_0_30_count,voxel_dice,voxel_sensitivity,voxel_precision,tp,fp,fn
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.1,366,0.697533403403573,0.7676163673781007,11,30,0.8147493468991373,0.8771811009326466,0.760614039409755,7595148.0,2390400.0,1063438.0
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.2,366,0.7005034453229436,0.7702457129349028,12,28,0.8229342334620672,0.8581609052563548,0.7904855685207495,7430460.0,1969408.0,1228126.0
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.3,366,0.7016369490407535,0.7724341005085769,13,27,0.8253756707570299,0.8449260652951879,0.8067095522966065,7315865.0,1752907.0,1342721.0
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.4,366,0.7021300274754819,0.7711596281642776,13,26,0.8261146163303764,0.8336311494740596,0.8187324193363792,7218067.0,1598082.0,1440519.0
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.5,366,0.7022454328093846,0.7717241994469717,13,26,0.8257708381906714,0.8227976253859464,0.8287656165751635,7124264.0,1471971.0,1534322.0
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.6,366,0.7020953295032979,0.7703265096454823,13,26,0.8245311945142887,0.8114614788142083,0.8380288140990853,7026109.0,1357981.0,1632477.0
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.7,366,0.7015622733683352,0.7701594552911124,14,26,0.822048625155005,0.7980855072641191,0.8474953095385676,6910292.0,1243490.0,1748294.0
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.8,366,0.7007804796820588,0.770236346219801,15,26,0.817342152557016,0.7800795649543701,0.8583432126964504,6754386.0,1114711.0,1904200.0
nnUNetResEnc_Layer1_sourceaware,fold,4,pca,0.9,366,0.6984047694151397,0.7703037597019335,15,28,0.805320059644437,0.7469423991399982,0.8735964298990283,6467465.0,935799.0,2191121.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.05,3087,0.5901247945072715,0.69537618120176,267,608,0.7646201484020609,0.8538748872353289,0.6922589694443374,44217771.0,19656838.0,7567065.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.1,3087,0.5933151067983721,0.6987083208170621,275,603,0.7774799775843934,0.8370718408763523,0.7258090107313092,43347628.0,16375560.0,8437208.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.2,3087,0.5950391573146466,0.7002960039467193,292,598,0.7854185998765635,0.8189701324920677,0.7545079510929257,42410234.0,13798894.0,9374602.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.3,3087,0.5953664194706163,0.699728997289973,302,599,0.7884372697704651,0.8068055868710292,0.7708867077430632,41780295.0,12417416.0,10004541.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.4,3087,0.5952639784900353,0.7009316770186336,310,603,0.7899052906705817,0.7965332554109084,0.7833867184544376,41248344.0,11405528.0,10536492.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.5,3087,0.5948425166931705,0.70165135772725,317,607,0.7904542852942633,0.7866356089261343,0.7943102175995036,40735796.0,10548696.0,11049040.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.6,3087,0.5941287147364581,0.7009873060648801,325,609,0.7901750447299944,0.7761808302337773,0.8046831439765405,40194397.0,9756192.0,11590439.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.7,3087,0.5930787727746163,0.700228283071008,338,618,0.7888706902824202,0.7637670803862351,0.815680601505248,39551553.0,8937467.0,12233283.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.8,3087,0.5914323001512581,0.6958579881656805,346,626,0.785529463755024,0.7467368439672185,0.8285734561753149,38669645.0,8000502.0,13115191.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,all,0.9,3087,0.5874758587391511,0.6949960285941224,363,638,0.7755499833545274,0.7148111080239783,0.8475696035081002,37016376.0,6657177.0,14768460.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.05,1256,0.45667337676055786,0.507004972129706,201,426,0.55910647202578,0.5720066198347535,0.5467753510179966,4312450.0,3574610.0,3226711.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.1,1256,0.45652516672400767,0.512219447982502,207,423,0.5584260505928647,0.5505454784690232,0.5665355058313977,4150651.0,3175723.0,3388510.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.2,1256,0.4556240648740703,0.5092777383600267,220,425,0.5545021786028902,0.527246466815074,0.5847294406347505,3974996.0,2823013.0,3564165.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.3,1256,0.4543630358547543,0.5121696211331248,227,427,0.5509942328793711,0.51229533365848,0.5960175243127463,3862277.0,2617863.0,3676884.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.4,1256,0.45313432957877436,0.5119074954268177,231,432,0.547639702360951,0.5002280757766017,0.6049796888332136,3771300.0,2462463.0,3767861.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.5,1256,0.45177586485264254,0.513451810772204,236,435,0.543845624285531,0.488763404840406,0.6129199236325567,3684866.0,2327120.0,3854295.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.6,1256,0.4501188643601338,0.5121419089366857,240,438,0.5391434027090984,0.47669760600682226,0.6204158040909222,3593900.0,2198828.0,3945261.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.7,1256,0.44796941172712273,0.5119711714344255,248,445,0.5330819586327135,0.4628293519663528,0.6284783304482143,3489345.0,2062708.0,4049816.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.8,1256,0.44520475398916637,0.5100845846174021,253,449,0.5243259919683148,0.44487748703071867,0.6383205523428094,3354003.0,1900415.0,4185158.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,nca,0.9,1256,0.4395494217310572,0.49932293917533765,267,459,0.5063258060285503,0.413251288837047,0.6535133415124723,3115568.0,1651845.0,4423593.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.05,1831,0.681667656708186,0.7577810626591115,66,182,0.7962493753568178,0.9019033159738211,0.7127534909592131,39905321.0,16082228.0,4340354.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.1,1831,0.68714807497609,0.7623855260218897,68,180,0.8111748239431209,0.8858939772079418,0.7480793965831587,39196977.0,13199837.0,5048698.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.2,1831,0.690672885389668,0.7648663393344245,72,173,0.8207677491074487,0.8686778538241309,0.7778661721868716,38435238.0,10975881.0,5810437.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.3,1831,0.6920896580405371,0.7672403271085073,75,172,0.8246341804855387,0.856988123697966,0.794634286812294,37918018.0,9799553.0,6327657.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.4,1831,0.6927597944553817,0.7661613272311213,79,171,0.8267075482411314,0.8470216354479845,0.8073450236835937,37477044.0,8943065.0,6768631.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.5,1831,0.6929810828928967,0.766654373096204,81,172,0.8277855869301008,0.8373909992332584,0.818398036106064,37050930.0,8221576.0,7194745.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.6,1831,0.6929142811333253,0.7671634497923283,85,171,0.8280324216895577,0.8272107273761786,0.8288557500554657,36600497.0,7557364.0,7645178.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.7,1831,0.6926185638590783,0.7674697191534673,90,173,0.8272795403470338,0.8150448151146976,0.8398871769400945,36062208.0,6874759.0,8183467.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.8,1831,0.6917391259183736,0.7667814113597247,93,177,0.8245403495838103,0.7981716179038968,0.8527108625807359,35315642.0,6100087.0,8930033.0
nnUNetResEnc_Layer1_sourceaware,all_folds_oof,all,pca,0.9,1831,0.688948062388612,0.765807962529274,96,179,0.8153955027920918,0.7661948427727682,0.8713485326480602,33900808.0,5005332.0,10344867.0
